amount_tsh,funder,gps_height,installer,longitude,latitude,wpt_name,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type,management_group,payment_type,water_quality_2,quantity_group,source_class,waterpoint_type_group,status_group
200,6,651,6,36.7947551,-7.19376506,6,8,11,60,1,0,1,2007,3,4,5,0,0,1,0,0
0,6,501,6,37.88212052,-9.87666647,6,7,7,250,1,0,1,1987,8,4,3,0,2,0,1,1
0,6,2032,6,34.58558432,-9.29658859,6,6,3,30,1,0,1,2006,3,4,2,0,0,0,0,0
0,6,938,1,35.86405137,-10.55772732,1,6,16,750,1,0,1,2008,3,2,3,0,3,1,0,0
0,1,0,6,35.67068208,-6.373697099999999,6,0,2,0,1,0,1,2004,7,4,6,0,0,0,0,0
0,1,1385,6,37.61930687,-3.12355045,6,5,6,1,1,8,1,1974,3,3,5,0,0,0,0,1
0,6,1318,1,35.26565565,-9.83190604,6,1,16,275,1,0,1,1994,3,4,2,0,2,1,0,1
0,6,1765,6,35.44047634,-4.49280723,6,0,8,185,1,0,1,2011,3,4,6,0,1,0,0,0
500,6,1220,1,35.87268079,-4.32034582,6,0,8,600,1,0,1,2010,0,4,5,0,0,0,1,0
0,6,0,6,32.79584178,-8.9994183,6,2,10,0,1,0,0,1994,8,4,2,0,1,0,1,1
50,6,-17,6,38.97245529999999,-7.94403951,3,6,14,1,1,3,1,2010,7,3,6,0,0,0,0,0
0,6,1175,6,38.02082075,-4.32327112,6,5,6,80,1,0,1,2012,3,4,3,0,1,0,0,0
0,6,0,6,32.3936349,-3.2984622000000003,1,3,17,0,1,2,1,1994,0,4,0,2,0,0,1,1
0,1,1150,6,30.71100192,-6.26542514,1,2,15,450,1,0,1,2008,4,4,3,0,1,0,1,1
50,6,1167,6,35.67342651,-10.67288486,6,7,16,0,0,1,1,2006,3,1,6,0,2,1,0,1
0,6,0,1,30.88860902,-1.563254,6,4,4,0,1,2,1,2004,4,4,4,0,0,0,1,0
0,2,1499,6,30.85658819,-3.15018152,6,3,5,400,1,0,0,2007,3,4,0,0,1,0,3,0
7000,6,1921,6,35.20802013,-4.05401972,6,0,8,354,1,0,1,2006,15,4,4,0,0,0,1,1
0,5,419,6,37.72266315,-7.02292372,6,8,11,150,1,0,1,2009,3,4,3,0,0,1,0,0
200,6,1239,1,30.32535371,-4.31280711,6,3,5,1500,1,7,1,2003,3,4,5,0,0,0,0,0
0,6,526,6,37.59688937,-6.8966558,6,8,11,100,1,0,1,2005,3,4,3,0,0,1,0,1
20,6,0,6,39.14059641,-4.96185794,6,5,20,330,0,3,1,1980,9,3,6,2,0,0,1,0
0,6,562,6,36.9197388,-7.17783149,6,8,11,230,1,0,1,2008,9,4,3,5,1,0,2,1
0,6,0,1,30.84144575,-1.52277703,6,4,4,0,1,2,1,2004,4,4,3,1,0,0,1,0
0,1,1628,6,37.58047194,-3.26339445,6,5,6,1,1,6,1,1960,3,4,3,0,1,0,0,0
0,6,0,6,30.81583765,-2.43771107,6,4,4,0,1,0,0,1994,3,4,5,0,2,0,0,1
0,1,29,6,38.70378825,-6.87983963,6,8,14,150,1,0,0,2004,4,4,3,1,0,0,1,0
20,6,0,1,39.15559231,-4.84868176,6,5,20,1,1,0,1,2008,8,4,6,0,1,0,1,0
0,6,0,3,33.18935801,-3.17648983,6,4,13,0,1,0,1,1994,15,4,4,0,1,0,1,1
0,6,1806,6,35.56384091,-3.88710417,6,0,8,182,1,0,1,2011,8,4,3,0,0,0,1,0
0,6,1933,6,34.49206786,-9.17737693,6,6,3,350,1,0,1,2007,3,4,3,0,0,0,0,0
0,2,10,6,38.8599869,-6.56317605,6,8,14,15,1,0,1,1988,7,4,3,0,0,1,0,1
0,3,0,1,31.7484599,-1.44756447,6,4,4,0,1,0,1,1994,3,4,3,0,1,0,0,1
10000,6,1372,6,37.62162070000001,-3.25372328,6,5,6,1,1,8,1,2008,3,3,5,0,1,0,0,1
0,6,1453,6,34.01991962,-1.72615256,6,4,9,250,1,0,0,1990,8,4,0,0,0,0,1,0
0,6,461,6,37.03568665,-6.547198799999999,6,8,11,50,1,0,1,1998,9,4,3,0,1,0,2,1
100,6,559,6,37.44820974,-11.13833682,6,7,16,1,1,0,0,1998,9,4,6,0,1,0,1,1
500,6,870,4,29.65916131,-4.8286791,6,3,5,600,1,0,1,1985,3,4,5,0,3,1,0,0
0,6,0,6,32.80708246,-8.9915194,6,2,10,0,1,0,0,2004,8,4,2,2,0,0,1,0
0,6,171,1,37.60456595,-7.43202061,1,8,11,260,1,0,1,1997,15,4,2,1,0,0,1,0
0,6,1218,6,38.45411653,-4.9032055,6,5,20,1,1,0,1,1975,3,4,3,0,0,0,0,0
0,6,0,5,35.94747849,-6.01089609,6,8,2,0,1,0,0,1994,4,4,3,0,2,0,1,1
0,6,0,6,31.51165475,-2.05364426,1,4,4,0,0,2,0,2004,3,4,3,0,1,0,0,0
0,6,1286,6,34.96418259,-5.51696072,6,0,18,150,1,0,0,1978,7,4,3,1,0,0,0,1
0,2,0,6,33.76868911,-9.57462952,6,1,10,0,1,7,1,2004,3,3,5,0,1,0,0,0
20000,6,105,1,38.86648816,-6.76774866,6,8,14,8,1,9,1,2009,7,3,5,0,0,1,0,0
0,1,1528,1,36.6545013,-3.3347325,6,5,0,150,1,0,1,2002,3,4,3,0,1,0,0,0
300,6,1078,6,35.64871767,-10.69453333,6,7,16,0,0,1,1,2012,3,1,5,0,0,1,0,0
0,1,497,2,37.86161611,-10.12263412,6,7,7,350,1,0,1,1981,6,4,3,0,2,1,0,1
0,6,279,6,39.5877339,-10.68271566,1,7,12,600,1,5,1,1982,14,4,3,0,2,0,0,1
0,6,1149,1,33.50935855,-2.15261489,1,4,9,632,1,9,1,1997,3,2,0,0,3,1,0,1
0,6,1614,1,31.73893068,-8.80975381,6,2,15,50,1,0,0,1996,9,4,3,0,0,0,2,1
500,6,1294,6,30.48104452,-5.614317400000001,6,3,15,12,1,0,1,1980,3,4,5,0,0,0,0,0
0,6,1361,6,36.75736168,-2.56333924,6,0,0,800,1,0,1,1999,3,4,2,0,0,1,4,0
0,1,1410,6,37.66532739,-3.61770044,6,5,6,100,1,0,0,1972,3,4,3,0,1,1,0,1
0,6,0,1,33.60149789,-3.71835735,6,0,17,0,1,9,0,1994,3,2,0,0,3,1,2,1
0,5,400,6,38.35403379,-10.89067534,6,7,12,1,1,0,1,2010,9,4,1,1,0,0,2,1
0,6,420,6,39.00322008,-10.25092002,6,7,7,145,1,2,1,1974,3,0,0,3,0,0,0,1
0,6,0,6,30.68166224,-2.73304029,6,4,4,0,1,0,0,2004,4,4,3,0,0,0,1,0
0,6,1237,1,30.31644401,-4.32104768,6,3,5,350,1,7,1,2003,3,4,5,0,0,0,0,0
50,6,20,6,39.21134216,-6.90219911,6,8,1,200,1,4,0,2000,14,4,6,0,0,0,0,1
50,5,1394,6,33.77336521,-6.46788663,6,3,18,500,1,0,1,2008,7,4,6,1,0,0,0,1
0,6,43,6,38.98482745,-7.76194299,6,6,14,1,1,0,1,2010,9,4,3,0,0,0,2,1
0,1,0,1,30.67279334,-1.27133887,6,4,4,0,1,4,1,1994,3,4,3,0,2,0,0,1
0,1,1001,1,36.79848042,-3.4966027000000004,6,5,0,300,1,0,1,1978,3,4,0,0,1,0,0,0
0,1,1059,1,36.79076071,-3.45923649,6,5,0,150,1,0,1,2000,3,4,3,0,0,0,0,0
300,6,345,6,39.10894635,-10.90264517,6,7,12,1,1,0,1,1983,3,4,5,0,2,0,2,1
50,6,828,1,29.68725254,-4.84701541,6,3,5,200,1,4,1,1993,0,4,5,0,0,0,1,1
0,6,0,6,35.50113687,-6.10156833,6,0,2,0,1,0,1,2004,8,4,6,0,0,0,1,0
0,6,1246,6,37.10208985,-3.20160218,6,5,6,1,1,5,1,2009,3,4,5,0,0,0,0,0
0,6,0,6,33.18225655,-3.69834163,6,4,17,0,1,4,1,1994,0,4,3,0,1,0,1,1
0,1,1437,1,30.71391798,-3.60329615,6,3,5,210,1,0,0,2004,8,4,0,4,0,0,1,1
0,5,0,6,36.39597104,-6.73340557,6,8,2,0,1,0,1,1994,3,4,4,0,0,0,0,1
10,6,894,6,37.11176879999999,-3.41196227,6,5,6,3600,1,5,1,1999,3,4,6,0,0,0,0,0
0,3,1658,3,34.80237962,-1.78618357,6,4,9,760,1,1,1,1995,8,4,3,0,1,0,1,0
10,1,155,6,39.46457756,-9.8385784,6,7,7,1,0,0,0,1986,9,4,6,0,0,0,1,1
0,6,0,6,33.47933003,-4.58654662,6,0,19,0,1,7,0,2004,8,4,3,0,0,0,1,0
50,6,78,1,39.35146209,-8.7956914,6,7,7,270,1,0,1,2004,14,4,6,0,0,0,0,0
200,1,1473,1,38.37195758,-4.8835048,6,5,20,1,1,0,1,2003,3,4,5,0,0,0,0,0
0,6,1247,1,30.484412100000004,-4.19563796,6,3,5,1200,1,7,1,1996,8,4,3,0,0,0,1,1
0,3,0,3,32.84282702,-2.90705881,6,4,13,0,1,0,1,1994,8,4,2,0,3,0,1,1
0,6,1329,6,37.67932662,-3.71140163,6,5,6,80,1,6,0,1972,3,4,3,0,1,0,2,1
0,6,976,6,38.01423324,-4.3034502,6,5,6,80,1,0,1,2012,3,4,3,0,0,0,0,0
0,6,426,6,37.72658362,-7.01932781,6,8,11,30,1,0,1,2004,3,4,3,0,0,1,0,0
0,6,32,6,39.17740319,-6.97410846,6,8,1,1,1,3,0,2010,9,3,0,0,0,0,2,1
20,6,5,1,38.88795272,-5.61639676,6,5,20,200,1,0,0,2010,3,4,6,1,0,0,0,0
3000,6,1258,6,34.58667103,-4.34756283,6,0,18,425,1,0,1,2006,0,4,5,0,0,0,1,0
50,6,1362,6,36.5802668,-3.43138229,6,5,0,200,1,6,1,2012,14,4,6,0,0,0,0,0
0,6,666,6,36.92763528,-7.42607647,6,6,11,250,1,0,1,2005,9,4,3,0,0,0,0,0
50,6,1414,6,34.02922847,-1.90080084,1,4,9,450,1,4,1,1972,3,4,0,0,0,0,0,1
5000,2,1939,1,34.55523903,-9.1966273,6,6,3,54,1,6,1,1993,3,4,4,0,0,1,0,0
4000,1,209,6,38.82152309,-5.17805114,6,5,20,1,1,0,0,2008,3,4,5,1,1,0,0,1
0,6,270,6,38.84634447,-7.16478682,6,8,14,1800,1,0,0,1995,9,4,3,2,2,0,1,1
0,5,332,6,38.45943352,-10.92317197,6,7,12,1,1,0,1,2010,9,4,3,0,0,0,2,1
0,6,0,1,32.93780285,-2.60294679,6,4,13,0,1,0,1,1994,9,4,3,0,0,0,2,1
5,6,1018,6,37.14445286,-3.28862993,6,5,6,65,1,5,1,1999,3,4,6,0,0,0,0,0
0,6,1527,6,36.71729693,-3.35055193,6,5,0,200,1,0,1,1999,3,4,3,0,0,0,0,0
0,1,317,1,37.60941578,-6.32519134,6,8,11,1,1,0,1,1995,14,4,3,1,2,0,2,1
200,6,963,1,29.64546028,-4.76836456,6,3,5,210,1,0,1,1984,3,4,5,0,1,0,0,0
1000,6,1328,6,37.66688232,-3.70513612,6,5,6,500,1,6,0,2009,3,4,5,0,1,0,0,0
50,6,1185,6,34.94620663,-6.23928331,6,6,18,250,1,0,0,1972,7,4,6,0,0,0,0,1
0,6,0,6,32.97055937,-4.76463722,6,3,19,0,0,0,0,2004,8,4,3,0,0,0,1,0
0,6,0,6,33.68401577,-9.48914189,6,1,10,0,1,0,1,2004,3,4,5,0,0,0,0,0
0,6,345,6,39.43155374,-10.54466814,6,7,12,500,1,5,1,1982,14,4,3,0,3,0,0,1
0,1,-16,1,39.29489516,-8.62232232,6,7,7,151,1,2,1,1976,9,4,3,1,2,0,2,1
0,1,276,1,36.11920137,-8.32015027,6,6,11,70,1,8,1,2003,3,4,3,0,1,1,0,0
2500,6,666,6,36.95720202,-11.31460909,6,7,16,1,1,0,0,2001,15,4,4,0,1,0,1,1
0,1,0,6,32.83694159,-2.53097795,6,4,13,0,1,0,1,1994,8,4,3,1,3,0,1,1
50,6,1798,6,31.60802655,-7.95362509,6,3,15,0,0,1,1,1984,13,1,6,0,0,0,1,0
10,6,331,6,37.53138115,-6.43560573,6,8,11,1,0,0,1,2009,14,4,6,1,0,0,0,0
0,1,0,6,35.74547519,-6.5810594,6,6,2,0,1,0,1,1994,7,4,0,0,2,0,0,1
500,6,1518,6,35.06137365,-8.8629034,6,6,3,40,1,0,0,2008,12,4,2,0,0,0,1,0
0,6,1283,6,35.75295837,-2.13711978,6,0,0,350,1,9,1,2007,3,2,3,0,1,0,0,0
20,6,1274,6,37.01877936,-3.2265683,6,5,6,1,1,5,1,2001,3,4,5,0,0,0,0,0
500,6,303,1,36.7213793,-8.05327677,6,6,11,100,1,2,1,2009,3,4,2,0,0,1,0,0
0,6,949,6,35.38783201,-10.72877986,6,7,16,0,1,0,1,1987,3,4,3,0,0,1,0,0
0,3,0,1,33.36789841,-2.58462399,6,4,13,0,1,0,1,1994,9,4,3,1,2,0,2,1
0,1,0,2,33.40330875,-4.31400342,6,0,19,0,1,7,0,2004,0,4,3,1,1,0,1,0
0,1,303,1,38.61838983,-5.21202878,6,5,20,1,1,0,0,2008,3,4,3,0,0,0,0,0
0,6,1324,6,35.73148637,-2.14050523,6,0,0,320,1,0,1,2003,3,4,3,0,1,0,0,1
0,1,0,1,30.94114273,-1.74261815,6,4,4,0,1,0,1,1994,3,4,3,0,2,0,0,1
0,6,1759,6,35.00153779,-9.10407832,6,6,3,40,1,0,0,2008,12,4,3,5,0,0,1,1
0,4,0,6,34.25121253,-3.22726419,6,0,17,0,1,4,1,2004,8,4,3,0,0,0,1,0
0,1,0,1,33.45478269,-8.75548648,2,2,10,0,1,0,0,2004,3,4,5,0,0,1,0,0
0,6,1178,6,31.09063206,-6.28055413,6,2,15,244,0,1,1,2008,4,1,3,0,0,0,1,0
0,2,0,6,33.92216335,-9.52114233,6,1,10,0,1,0,1,2004,3,4,5,0,0,0,0,0
10,6,1270,6,37.18386501,-3.24480914,6,5,6,95,1,5,1,1999,3,4,6,0,0,0,0,0
500,6,1938,6,34.69870011,-9.21381203,6,6,3,75,1,6,1,2009,3,4,5,0,0,0,0,0
0,6,0,1,36.063264,-4.68861383,6,0,2,0,1,0,0,1994,1,4,6,1,0,0,2,1
0,6,0,6,32.96515354,-4.58656256,6,3,19,0,0,0,1,2004,0,4,3,0,0,0,1,0
0,6,337,1,37.55003009,-6.24290461,6,8,11,1,1,0,1,1980,9,4,3,1,1,0,2,1
0,6,1286,6,36.86930881,-3.33241478,6,5,0,356,1,0,0,2007,3,4,0,0,1,1,0,0
200,6,356,6,37.88725121,-6.87829912,6,8,11,1,1,0,1,2009,8,4,5,0,0,0,1,0
0,6,1755,1,34.74103165,-9.05147939,6,6,3,58,1,0,1,2009,3,4,2,0,0,0,0,0
0,6,1281,6,33.81379552,-1.96738407,2,4,9,100,0,9,0,1994,3,2,0,0,3,1,0,1
0,6,0,5,35.945571,-6.00414714,6,8,2,0,1,0,0,1994,7,3,6,0,2,0,0,1
200,1,662,6,39.27711769,-10.12432486,6,7,7,3560,0,6,0,1983,6,4,6,0,1,1,0,0
0,6,1774,6,38.30601171,-4.6275475,6,5,20,1,1,0,1,1985,3,4,3,0,0,0,0,1
0,6,1076,6,34.44970834,-4.05167411,6,0,18,475,1,9,1,2011,3,2,3,0,3,1,0,0
0,6,1240,1,30.97721648,-3.2683055,6,3,5,240,1,0,0,1991,3,4,0,0,0,0,3,0
0,6,172,1,37.60141123,-7.4629133,2,8,11,1000,1,0,1,1985,8,4,2,0,3,0,1,1
0,6,0,6,31.55984781,-1.84149661,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
0,6,0,1,31.31611178,-2.61760237,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
0,6,0,6,35.95480732,-5.50077014,6,0,2,0,1,0,1,1994,7,4,0,0,2,0,0,1
0,6,0,1,32.86320051,-4.28591964,6,3,19,0,0,0,0,2004,8,4,3,0,1,0,1,0
0,6,1321,1,31.21548168,-8.42563143,6,3,15,400,1,0,1,1986,3,4,3,0,1,1,0,0
0,6,1382,6,37.6692602,-3.70259533,6,5,6,140,1,6,0,2012,3,4,3,3,1,0,0,0
0,6,0,6,32.98036362,-5.8812932,6,3,19,0,1,0,1,1994,9,4,3,0,2,1,0,1
500,6,1481,1,34.6763465,-8.91432442,6,6,3,78,1,6,1,1978,3,4,5,0,0,1,0,0
0,1,360,1,36.81593092,-9.05022959,6,6,11,400,1,2,1,2007,15,4,3,0,1,0,1,1
0,6,830,6,35.01984236,-6.04909333,6,0,18,250,1,0,0,1978,7,4,3,0,0,0,0,1
30,6,293,6,38.54210474,-5.26508137,3,5,20,200,0,0,1,1978,14,4,6,0,0,1,0,0
0,5,0,6,35.96751759,-7.10517036,6,6,2,0,1,0,1,2004,14,4,3,1,0,0,0,0
0,6,0,6,31.58847659,-1.70497905,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
0,6,2245,6,34.40871602,-9.29555828,6,1,3,50,1,0,1,1996,3,4,2,0,0,0,0,0
0,4,0,6,34.17216094,-3.08849289,6,4,17,0,1,4,1,2004,8,4,2,0,1,0,1,0
0,6,0,1,31.58786897,-3.40003255,6,3,17,0,1,4,1,2004,8,4,0,0,0,0,1,0
0,6,1499,1,32.07522466,-8.68803025,6,2,15,300,1,0,0,1986,4,4,3,0,0,0,1,1
0,6,1249,6,33.86853643,-1.7226741,6,4,9,250,0,0,1,1997,8,4,3,1,0,0,1,1
0,6,1050,1,29.90036648,-4.84700287,6,3,5,300,0,4,1,1984,3,4,0,0,0,1,0,1
0,6,1375,6,30.591488,-3.62649288,6,3,5,120,1,0,0,2003,3,4,0,0,1,0,3,0
0,6,0,6,30.63685302,-2.44803016,6,4,4,0,1,0,0,2004,3,4,3,0,0,0,0,0
250,6,1064,6,29.86951582,-4.63326376,6,3,5,420,1,7,1,2006,3,4,5,0,1,1,0,0
0,3,0,1,31.29946016,-2.66440791,6,3,4,0,1,0,1,2004,8,4,2,0,0,0,1,0
0,6,1294,6,30.49300643,-5.57741565,6,3,15,1,1,7,1,1981,9,3,3,0,0,0,1,0
50,6,-20,6,38.89107167,-6.4446659,6,8,14,30,1,3,0,2011,14,3,6,0,0,0,0,0
20,6,-15,6,38.89282714,-6.44176122,6,8,14,25,1,4,0,2009,8,4,6,0,0,0,1,0
0,1,1164,4,32.97110301,-2.08718182,6,4,13,1500,1,0,1,1982,9,4,3,0,1,1,0,1
0,6,0,6,32.12069811,-3.70697483,6,3,17,0,1,4,1,2004,8,4,0,0,0,0,1,0
0,6,0,6,31.98040517,-3.2975949,6,3,17,0,1,4,1,2004,8,4,0,0,0,0,1,0
0,4,0,6,34.15628452,-3.43289329,6,0,17,0,1,4,1,2004,15,4,3,0,1,0,1,0
0,6,336,6,39.48570406,-10.60281279,6,7,12,600,1,5,1,1982,14,4,3,0,3,0,0,1
5,6,1292,6,37.19641658,-3.2354949,6,5,6,40,1,5,1,1999,3,4,6,0,0,0,0,0
0,1,1374,1,36.54594261,-3.36568198,6,0,0,200,1,0,1,2000,3,4,0,0,1,0,0,0
20,6,274,6,38.41026838,-6.11540385,6,8,14,50,1,6,1,2003,6,4,6,0,0,1,0,0
500,6,1849,6,34.79932607,-9.12119867,6,6,3,85,1,6,1,2009,3,4,5,0,0,0,0,0
0,6,1145,1,33.40422515,-2.15538446,6,4,9,300,1,4,0,1999,0,4,2,0,0,0,1,1
0,6,0,1,34.0240225,-3.40801983,6,0,17,0,1,4,0,2004,8,4,1,0,0,0,1,0
0,5,1683,6,29.7970512,-4.42446582,6,3,5,270,1,7,0,1969,6,4,3,0,0,0,0,1
25,6,681,1,37.36279281,-3.62565019,6,5,6,75,1,5,1,2008,14,4,6,0,0,0,0,0
0,6,1302,1,31.21498633,-8.42901133,6,3,15,70,1,0,1,1986,3,4,3,0,1,1,0,0
0,6,0,6,33.49946592,-3.62266471,1,0,17,0,1,9,0,1994,12,2,0,0,1,1,1,1
0,6,1515,6,37.98556757,-4.29161967,6,5,6,40,1,2,1,2012,3,4,3,0,0,0,0,1
0,6,0,6,32.93386901,-9.20961883,5,2,10,0,1,0,0,2004,8,4,2,0,1,0,1,0
0,4,0,1,33.8689579,-3.61199527,6,0,17,0,0,4,1,1994,3,4,0,0,2,1,0,1
0,1,1071,6,31.07640683,-6.35043872,6,2,15,1,1,7,0,1987,9,3,3,2,0,0,2,1
0,1,983,1,36.80541274,-3.50229134,6,5,0,300,1,0,1,1978,3,4,0,0,1,0,0,1
0,6,0,6,32.8654024,-5.56455603,6,3,19,0,0,0,1,1994,4,4,3,0,2,0,1,1
0,6,0,1,30.97454948,-1.80031853,6,4,4,0,1,2,1,1994,4,4,3,0,2,0,1,1
0,6,0,6,33.28020045,-3.83542934,6,0,17,0,1,4,1,1994,9,4,3,0,0,0,2,1
0,6,0,6,31.56805952,-1.61881015,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,0,0
50,6,2,6,38.75592945,-7.9888644,6,6,14,1,1,3,1,2011,7,3,6,0,0,0,0,0
0,2,0,6,33.93078679,-9.50016761,6,1,10,0,1,0,1,2004,3,4,5,0,0,0,0,0
0,6,1668,6,37.11649547,-3.14602418,6,5,6,1,1,5,1,2008,3,4,5,0,0,0,0,0
2000,6,1158,6,33.97804397,-1.21293386,6,4,9,486,1,2,1,2011,0,4,5,0,0,0,1,0
0,1,224,6,38.94963797,-7.08845731,6,8,14,1,1,1,0,2007,4,4,3,0,2,0,1,1
0,6,0,6,32.80978758,-3.33229763,6,4,17,0,1,4,1,2004,8,4,3,0,3,0,1,0
0,6,0,6,30.87873042,-2.89767053,1,3,4,0,1,0,0,2004,4,4,3,0,0,0,1,0
0,1,0,4,30.96064809,-2.80433395,6,4,4,0,1,0,1,1994,6,4,3,0,0,1,0,1
0,6,0,6,32.75094975,-5.18104736,6,3,19,0,1,0,1,1994,4,4,3,0,3,0,1,1
0,6,1661,1,34.59014266,-9.08241621,6,6,3,55,1,6,1,1978,3,4,2,0,2,1,0,1
500,6,1208,6,30.12538641,-4.14852331,6,3,5,740,1,7,0,1994,9,4,4,0,0,0,2,1
0,6,-26,1,39.4694864,-8.84859503,6,7,7,84,0,1,1,2010,14,1,0,0,0,0,0,0
500,6,825,1,31.93557803,-8.06790643,6,2,15,230,1,0,1,2008,3,4,5,0,0,1,0,0
0,6,0,6,32.9734404,-8.88371089,6,2,10,0,0,0,0,2004,8,4,2,0,1,0,1,0
0,6,0,1,33.69969971,-3.12438805,6,4,17,0,1,4,0,2004,8,4,2,0,0,0,1,0
0,6,1469,6,35.56164294,-4.54444994,6,0,8,2000,1,0,1,2008,14,4,3,0,1,1,0,0
250,1,1151,2,29.98194217,-4.83713483,6,3,5,370,1,7,1,1976,3,4,5,0,0,1,0,0
0,6,256,1,36.68472258,-8.10699607,6,6,11,1000,1,2,1,1991,15,4,3,0,1,0,1,1
0,1,1057,1,36.77690183,-3.46639286,6,5,0,300,1,0,1,1978,3,4,3,0,1,0,0,0
0,1,1207,1,38.31656337,-4.845114,6,5,20,1,1,0,1,1982,3,4,3,0,0,0,0,1
0,6,0,6,33.02552272,-9.00116803,6,2,10,0,1,0,0,1994,8,4,2,0,1,0,1,1
50,1,120,1,38.99221981,-9.2554105,3,7,7,239,1,4,0,1976,14,4,6,0,0,0,2,1
0,6,1292,6,30.88449032,-3.18798909,6,3,5,350,1,0,0,2010,3,4,0,0,0,1,0,1
0,6,290,1,36.52698663,-8.09552558,6,6,11,300,1,2,1,1998,15,4,3,0,1,0,1,0
25,6,707,1,37.51537584,-3.47098043,6,5,6,150,1,5,1,2008,14,4,6,0,0,0,0,0
1000,6,1679,6,31.23958215,-7.8522633,6,2,15,450,1,0,1,1983,3,4,4,0,1,1,0,0
0,4,0,6,34.24231546,-3.00858906,6,4,17,0,1,4,1,1994,15,4,2,1,1,0,1,1
0,5,0,2,33.60455249,-3.20960037,6,4,17,0,1,0,0,1994,9,4,1,0,0,0,2,1
30,6,0,6,37.32569417,-6.37622412,6,8,11,1000,1,0,1,1984,14,4,6,1,1,0,0,1
0,6,0,1,33.6554095,-3.01600696,6,4,17,0,1,4,0,2004,15,4,3,0,0,0,1,0
50,1,0,6,37.87604378,-5.42120884,3,5,20,1,1,0,1,2008,6,4,6,0,1,1,0,1
20,6,0,6,37.38704367,-6.44910548,6,8,11,20,1,0,1,1984,14,4,6,0,0,0,0,0
500,6,226,6,36.69025984,-8.13064392,6,6,11,250,1,2,1,2003,15,4,5,0,1,0,1,0
0,6,-4,1,38.77899634,-8.00400806,6,6,14,1,1,0,1,1999,3,4,3,0,3,1,0,0
0,1,429,4,38.07630824,-4.6497694,6,5,20,300,1,0,0,1976,6,4,3,0,0,1,0,1
500,6,1060,4,29.70078849,-4.74106263,6,3,5,125,1,0,1,1985,3,4,5,0,0,1,0,0
20,6,1705,6,35.09406909,-4.16321816,6,0,8,212,1,0,1,2006,7,4,6,0,0,0,0,0
0,1,83,2,38.99756701,-5.17551805,4,5,20,500,1,0,1,1996,9,4,3,0,2,0,2,1
0,6,0,1,33.58481712,-3.1959612,6,4,17,0,1,4,0,1994,15,4,1,0,3,0,1,1
0,6,0,5,35.72800379,-6.26601349,6,0,2,0,1,0,0,1994,7,4,6,0,2,0,0,1
0,6,0,1,37.55913133,-5.43081649,6,5,20,1,1,0,0,2009,6,4,3,1,1,0,0,1
0,6,0,6,34.3961065,-2.8982185,6,4,17,0,1,4,0,2004,8,4,3,0,1,0,1,0
0,6,1870,6,31.66724472,-8.0708716,6,2,15,1850,1,0,1,1986,3,4,3,5,0,1,0,0
0,6,338,6,38.97188124,-10.8113469,6,7,12,1,1,0,1,1980,9,4,0,0,2,0,2,1
0,6,0,6,34.13940935,-3.44415613,6,0,17,0,1,9,1,1994,9,2,3,0,2,1,2,1
0,6,0,6,31.56026052,-1.82795116,6,4,4,0,1,0,1,2004,3,4,3,0,0,0,3,0
2000,6,1007,1,35.4539185,-10.61344085,6,1,16,0,1,0,1,2005,3,4,2,0,0,1,0,0
4700,6,1233,6,35.23583873,-9.07750133,1,6,3,630,1,0,1,1986,3,4,4,0,0,1,0,0
0,6,264,4,36.68343652,-8.10292169,6,6,11,500,1,2,1,1984,15,4,3,0,1,0,1,1
1000,6,1554,1,31.04264235,-7.44689178,6,2,15,1560,1,0,0,2003,8,4,4,0,3,0,1,0
0,2,0,6,33.77199551,-9.57998879,6,1,10,0,1,7,1,2004,3,3,5,0,1,0,0,0
0,1,0,1,32.83068426,-3.95583205,1,0,19,0,0,0,1,1994,7,4,3,0,0,0,0,1
0,6,260,1,36.64322153,-8.13863584,6,6,11,250,1,2,1,1982,15,4,3,0,1,0,1,0
0,6,521,6,36.92618134,-7.08548166,6,8,11,250,1,0,1,1996,9,4,3,0,0,0,2,1
1500,1,339,1,36.84313092,-9.02351045,1,6,11,619,1,2,1,2006,15,1,4,0,0,0,1,0
500,6,1131,1,30.29624668,-4.67501028,6,3,5,1400,1,7,0,1996,8,4,2,0,0,0,1,0
200,6,1247,1,30.2606755,-4.07024058,6,3,5,1050,1,7,0,2009,4,4,5,0,0,0,1,1
0,4,0,6,34.38255170000001,-2.99815885,6,4,17,0,1,4,1,2004,8,4,3,0,0,0,1,0
0,6,0,1,30.8559342,-1.5095922,6,4,4,0,1,2,1,1994,9,4,3,0,1,0,1,1
0,1,0,1,31.02236384,-1.67105449,6,4,4,0,1,2,1,2004,3,1,3,0,0,1,0,0
0,6,1345,6,30.74322478,-3.41201479,6,3,5,500,1,0,0,2008,4,4,0,0,0,0,1,1
0,6,0,6,33.78921472,-9.52622137,6,1,10,0,1,0,1,1994,3,4,3,0,2,0,0,1
0,2,0,6,33.93278148,-9.62947356,6,1,10,0,1,0,1,1994,3,4,3,0,2,0,0,1
